track_name,artist_name,genre,popularity,danceability,energy,loudness,acousticness,valence,tempo,speechiness,liveness,instrumentalness,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster
REEL IT IN,Aminé,Hip-Hop,83,0.754,0.342,-8.677,0.073,0.423,128.981,0.0991,0.193,0.0,1,1,0
Girl/Boy Song,Aphex Twin,Electronic,39,0.53,0.64,-9.149,0.425,0.481,168.936,0.103,0.0878,0.915,1,1,0
Motownphilly,Boyz II Men,R&B,57,0.755,0.848,-9.611,0.0182,0.77,114.134,0.0642,0.141,1.03e-05,1,1,0
Avec l'ami Bidasse,Les Hérissons,Movie,0,0.648,0.614,-7.134,0.703,0.922,180.096,0.207,0.0476,0.0,1,0,0
Yeezy,Anuel Aa,Reggaeton,60,0.757,0.757,-4.956,0.533,0.553,126.01,0.209,0.0927,0.0,1,1,0
No Other Love (feat. Estelle),John Legend,Soul,51,0.636,0.677,-6.056,0.0611,0.694,164.035,0.124,0.106,1.41e-06,1,1,0
Get In My Car,50 Cent,Rap,56,0.694,0.866,-5.614,0.106,0.784,75.182,0.305,0.136,0.0,1,1,0
Si Pudiera Viajar Al Pasado,Franco Escamilla,Comedy,28,0.613,0.676,-3.098,0.803,0.787,91.612,0.508,0.507,0.0,0,1,0
We All We Got,T-Pain,Dance,51,0.774,0.607,-8.51,0.00857,0.651,82.525,0.275,0.0742,0.0,1,1,0
Battle In The Mutara Nebula,James Horner,Soundtrack,28,0.304,0.317,-14.408,0.533,0.0583,83.403,0.04,0.0974,0.571,2,0,0
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",Randy Newman,Movie,67,0.681,0.335,-12.151,0.793,0.532,115.883,0.0336,0.285,3.39e-06,1,0,0
Believe Me,Madness,Ska,18,0.449,0.904,-5.215,0.0418,0.576,149.251,0.0799,0.245,1.12e-06,1,1,0
Loco Legs,The Fresh Beat Band,Children's Music,16,0.826,0.825,-4.964,0.159,0.929,129.002,0.0575,0.0885,0.0,1,1,0
Jenny Jenkins,Mt. Joy,Rock,63,0.729,0.406,-9.388,0.248,0.177,127.954,0.0533,0.114,0.0,1,1,0
Fly Me to the Moon,Oscar Peterson Trio,Jazz,38,0.539,0.302,-16.299,0.894,0.471,75.823,0.031,0.102,0.768,2,0,0
Midnight Confessions,Phyllis Dillon,Ska,29,0.648,0.496,-7.836,0.224,0.544,72.961,0.214,0.0791,3.55e-06,1,1,0
Fuego,Manu Crooks,Hip-Hop,59,0.82,0.587,-8.681,0.0839,0.856,129.244,0.0946,0.0492,0.0,1,1,0
Daft Punk Is Playing At My House,LCD Soundsystem,Children’s Music,59,0.92,0.914,-4.555,0.0222,0.974,135.923,0.0444,0.114,7.62e-05,1,1,0
You Can't Touch a Woman,Steve Byrne,Comedy,14,0.519,0.914,-11.193,0.904,0.213,95.373,0.916,0.873,0.0,0,2,0
Mr. Incredible,Joey Trap,Rap,56,0.677,0.797,-4.926,0.125,0.391,160.025,0.193,0.17,0.0,1,1,0
Let Me In,Grouplove,Children’s Music,58,0.476,0.744,-6.602,0.00397,0.159,127.934,0.0515,0.0982,0.000173,1,1,0
Pet The Animals,Dora The Explorer,Children's Music,13,0.908,0.633,-7.663,0.0993,0.668,104.954,0.339,0.0599,0.0,1,1,0
Delen Pa Atrás (feat. Estrada),Nengo Flow,Reggaeton,24,0.638,0.802,-4.612,0.235,0.754,125.729,0.386,0.0616,0.0,1,1,0
Si De Mí Te Enamoras,Feid,Reggaeton,26,0.803,0.637,-4.646,0.17,0.53,88.975,0.142,0.175,2.28e-06,1,1,0
Leave Me,The Slackers,Ska,15,0.683,0.72,-6.602,0.163,0.961,148.319,0.0509,0.138,0.0,1,1,0
Highwayman,The Highwaymen,Country,58,0.67,0.351,-16.842,0.48,0.45,101.384,0.0463,0.115,0.0176,1,0,0
Sky Walker (feat. Travis Scott),Miguel,Rap,78,0.674,0.506,-10.532,0.173,0.183,145.965,0.0434,0.0866,0.0,1,1,0
Quisiera Alejarme (feat. Ozuna & CNCO) - Remix,Wisin,Dance,69,0.663,0.853,-2.809,0.246,0.707,180.008,0.0878,0.208,0.0,1,1,0
Train to Glory,The Ethiopians,Ska,23,0.615,0.313,-11.291,0.845,0.565,77.339,0.0355,0.0861,0.00557,2,0,0
275 $uicide,$uicideBoy$,Hip-Hop,52,0.782,0.842,-6.649,0.0594,0.671,112.034,0.167,0.436,0.0,1,1,0
He Is They Are,"Harry Connick, Jr.",Jazz,45,0.578,0.183,-13.962,0.826,0.416,81.176,0.0305,0.36,3.78e-05,2,0,0
Creme De La Creme,B.o.B,R&B,46,0.777,0.469,-7.452,0.446,0.536,132.054,0.13,0.138,1.6e-05,1,1,0
Accordion,Abstract Orchestra,Jazz,38,0.829,0.533,-6.449,0.31,0.529,94.016,0.0412,0.123,0.929,1,1,0
Waves,MTNS,Soul,36,0.577,0.579,-9.235,0.171,0.306,140.96,0.0596,0.0718,0.0,1,1,0
Sick Times,Boards of Canada,World,37,0.535,0.634,-10.761,0.119,0.0975,106.11,0.0442,0.0699,0.805,1,1,0
"Sitting Pretty: Act One, Opening - original version",Paige O'Hara,Movie,27,0.269,0.185,-19.182,0.96,0.238,66.72,0.0377,0.0755,0.751,2,0,0
Lido Shuffle,Boz Scaggs,Folk,61,0.593,0.783,-4.716,0.0165,0.646,141.345,0.0358,0.167,7.26e-05,1,1,0
"Oh, Marie - Remastered",Louis Prima,Jazz,42,0.662,0.631,-10.957,0.53,0.817,111.674,0.0552,0.0638,4.03e-05,1,1,0
Side Boob,"Albert Hammond, Jr.",Blues,31,0.484,0.841,-5.547,4.07e-06,0.419,92.489,0.0302,0.322,0.00185,1,1,0
Eternal Prayer,Eri Sugai,Anime,19,0.176,0.0612,-19.767,0.993,0.07,88.988,0.047,0.0585,0.0253,2,0,0
One Of These Days,Glen Washington,Reggae,30,0.668,0.55,-7.343,0.239,0.746,81.368,0.0486,0.218,0.0,1,1,0
'39 - Remastered 2011,Queen,Rock,59,0.519,0.572,-9.737,0.0289,0.385,101.641,0.0271,0.11,0.0,1,0,0
二次元ドリームフィーバー -初音ミク「マジカルミライ 2014」Live-,PolyphonicBranch,Anime,16,0.309,0.983,-2.644,0.0562,0.463,180.014,0.142,0.849,0.31,1,1,0
Beatophone,Caravan Palace,Jazz,40,0.905,0.905,-4.073,0.0664,0.967,126.026,0.0413,0.28,0.1,1,1,0
So Much For Rock And Roll - Live,Reel Big Fish,Ska,18,0.565,0.886,-5.46,0.112,0.762,93.606,0.0667,0.428,0.0,1,1,0
The Band Plays As We All Go Down,MxPx,Ska,27,0.409,0.967,-3.689,0.000255,0.593,157.955,0.0539,0.107,0.0,1,1,0
Do Me Like That,Penguin Prison,Alternative,48,0.61,0.82,-5.035,0.101,0.773,152.091,0.0332,0.212,1.78e-06,1,1,0
Dia de Enero,Shakira,Dance,63,0.687,0.361,-11.589,0.35,0.526,165.747,0.0792,0.11,1.11e-05,1,1,0
When We Were Young - Valentino Khan Remix,Dillon Francis,Electronic,29,0.545,0.913,-2.852,0.000375,0.237,160.038,0.0584,0.36,0.00342,1,1,0
Ginseng Strip 2002,Yung Lean,Rap,60,0.601,0.712,-9.433,0.0848,0.386,114.998,0.0431,0.479,0.0,1,1,0
Roundabout - Remastered Version,Yes,Rock,65,0.41,0.761,-9.453,0.0682,0.391,132.889,0.0687,0.0758,0.0077,1,1,0
Run-Around,Blues Traveler,Rock,60,0.58,0.899,-5.503,0.0721,0.847,152.311,0.0818,0.0942,0.0,1,1,0
All Mine (feat. MadeinTYO),KYLE,Rap,50,0.784,0.663,-5.088,0.0428,0.392,144.003,0.0537,0.0457,0.0,1,1,0
Delight for Old Chicken,L'Entourloop,Reggae,48,0.808,0.699,-7.482,0.0767,0.58,90.024,0.163,0.354,9.66e-05,1,1,0
Joy - Remix,Rend Collective,World,31,0.571,0.817,-5.555,0.00486,0.618,128.005,0.0352,0.115,1.16e-06,1,1,0
Ibo (Haiti),Kimbo Children's Music,Children's Music,0,0.518,0.739,-17.551,0.321,0.716,147.437,0.0569,0.0596,0.932,1,1,0
Wave(s),Lewis Del Mar,Children’s Music,61,0.62,0.515,-8.174,0.505,0.375,73.997,0.172,0.103,6.5e-05,1,0,0
Still Mine (feat. Wale),ELHAE,R&B,51,0.568,0.501,-11.034,0.337,0.281,104.148,0.199,0.105,0.0,1,1,0
She's Not There,The Zombies,Rock,59,0.523,0.803,-5.189,0.579,0.898,132.316,0.045,0.0948,0.0,1,1,0
Oneshot,Kevin Penkin,Anime,22,0.281,0.65,-8.652,0.0106,0.269,179.89,0.182,0.112,0.88,1,1,0
Lifted Up (1985),Passion Pit,Folk,50,0.568,0.816,-3.928,0.014,0.31,125.033,0.0281,0.155,0.000231,1,1,0
粋恋,Nana Mizuki,Anime,22,0.416,0.883,-2.772,0.26,0.619,159.96,0.0489,0.213,0.0,1,1,0
Biscuit Town,King Krule,Indie,51,0.756,0.549,-7.823,0.705,0.513,106.99,0.0475,0.26,0.0141,1,1,0
Skyscraper,Demi Lovato,R&B,68,0.484,0.604,-3.314,0.149,0.181,103.316,0.0328,0.131,0.0,1,0,0
"Adagio for Strings, Op. 11a",London Philharmonic Orchestra,Classical,44,0.152,0.171,-16.298,0.932,0.0335,77.736,0.0412,0.107,0.868,2,0,0
IKEA Date,SWMRS,Children’s Music,47,0.667,0.803,-7.597,0.0305,0.522,122.007,0.0303,0.17,1.14e-05,1,1,0
That's So Us,Allie X,Indie,53,0.707,0.63,-6.545,0.0501,0.727,96.003,0.0334,0.116,3.08e-06,1,1,0
Something Beautiful,NEEDTOBREATHE,Alternative,51,0.527,0.817,-5.036,0.0213,0.516,95.98,0.0353,0.16,2.04e-05,1,1,0
Lonely,Akon,Rap,57,0.636,0.525,-7.716,0.315,0.589,90.066,0.0327,0.36,0.0,1,1,0
Si Yo Se,Super Yei,Reggaeton,27,0.776,0.639,-5.785,0.0341,0.825,170.019,0.0832,0.0875,0.00286,1,1,0
We Live It,Adam Sanders,Country,40,0.64,0.91,-4.163,0.0148,0.585,104.982,0.0514,0.42,0.0,1,1,0
drive all night,joan,R&B,59,0.542,0.758,-5.032,0.000184,0.43,156.128,0.0313,0.144,5.63e-06,1,1,0
Lágrimas No Más,Guaco,Reggaeton,45,0.688,0.883,-7.441,0.516,0.928,98.004,0.0507,0.24,0.0,1,1,0
One Fine Day,MC6 A Cappella,A Capella,18,0.784,0.702,-7.54,0.628,0.727,95.975,0.0834,0.133,0.0,1,1,0
Little Saint Nick - 1991 Remix,The Beach Boys,Rock,60,0.602,0.553,-9.336,0.108,0.971,130.594,0.0328,0.0512,0.0,1,1,0
Of Reality - Eclipse,TesseracT,Jazz,37,0.349,0.956,-6.332,0.00158,0.411,120.092,0.0734,0.501,0.00504,1,1,0
Changes,Pleasure P,R&B,48,0.605,0.596,-6.468,0.216,0.526,97.996,0.0838,0.0968,0.0,1,1,0
Your Cross Changes Everything - Live,Passion,World,36,0.409,0.766,-5.6,0.00991,0.289,145.967,0.0291,0.116,0.0,1,1,0
Hypocrite,Cage The Elephant,Children’s Music,51,0.629,0.938,-3.293,0.143,0.628,104.998,0.0323,0.115,0.0149,1,1,0
"Let It Go - From ""Frozen / Single Version",Demi Lovato,Pop,59,0.505,0.624,-6.513,0.0235,0.215,139.849,0.0371,0.5,0.0,1,1,0
Avoid,Lil Peep,Rap,66,0.56,0.531,-6.14,0.396,0.289,79.789,0.0484,0.103,0.0,1,0,0
Can I,Kodak Black,Hip-Hop,52,0.726,0.697,-5.372,0.0283,0.398,126.77,0.123,0.0607,0.0,1,1,0
Las Mujeres,Cosculluela,Reggaeton,19,0.734,0.819,-4.273,0.365,0.819,155.994,0.175,0.256,0.0,1,1,0
Breaking Down,Florence + The Machine,Folk,44,0.58,0.72,-5.169,0.155,0.639,109.972,0.0268,0.114,0.00368,1,1,0
"Lucia di Lammermoor / Act 1: ""Egli s'avanza""",Gaetano Donizetti,Opera,9,0.405,0.257,-16.338,0.963,0.145,101.253,0.129,0.494,0.0,2,0,0
"Das Rheingold, WWV 86A, Scene 4: ""Schwüles Gedünst schwebt in der Luft""",Richard Wagner,Opera,7,0.169,0.0782,-24.816,0.957,0.0384,88.692,0.0402,0.119,0.286,2,0,0
The Birds Pt. 1,The Weeknd,Rap,57,0.571,0.692,-6.656,0.0245,0.22,127.937,0.0545,0.0813,0.0,1,1,0
"The Photographer: Act I, A Gentleman's Honor",Philip Glass,Soundtrack,34,0.575,0.245,-17.378,0.872,0.0758,140.78,0.0413,0.0667,0.126,2,0,0
Please Never Fall in Love Again,Ollie MN,Rap,64,0.646,0.0828,-16.205,0.838,0.293,108.826,0.0435,0.0934,1.2e-05,2,0,0
Thin,Aquilo,Folk,66,0.604,0.406,-9.732,0.511,0.203,97.021,0.0569,0.121,0.0051,1,0,0
Key to the Streets (feat. Migos & Trouble),YFN Lucci,Hip-Hop,60,0.768,0.687,-5.454,0.123,0.294,140.064,0.113,0.113,0.0,1,1,0
Guitar In My Hands,The Marcus King Band,Blues,31,0.298,0.606,-7.045,0.542,0.531,164.816,0.0357,0.194,0.0201,1,1,0
No Safer Place,Deborah Lurie,Soundtrack,25,0.254,0.00745,-26.847,0.969,0.039,84.253,0.0354,0.106,0.436,2,0,0
Hablando Claro,Joey Montana,Reggaeton,30,0.67,0.768,-5.052,0.0094,0.441,103.042,0.0258,0.0962,4.28e-05,1,1,0
Where The Skies Are Blue,The Lumineers,Rock,56,0.569,0.477,-6.577,0.861,0.552,132.423,0.0277,0.0644,0.000485,1,0,0
Trigger,RaeLynn,Country,37,0.499,0.763,-4.831,0.00535,0.524,180.046,0.0349,0.0871,3.32e-05,1,1,0
Good Evening Everybody (The Rasta) - Live,Moshe Kasher,Comedy,18,0.67,0.881,-3.018,0.813,0.761,99.148,0.605,0.923,0.0,0,2,0
How Sweet the Sound,Citizen Way,Rock,52,0.451,0.669,-6.995,0.115,0.399,76.043,0.0288,0.105,0.0,1,0,0
Phantom City,The Interrupters,Ska,41,0.494,0.941,-2.887,0.0781,0.705,170.111,0.044,0.488,1.91e-06,1,1,0
No Matter What You're Told,Broken Bells,Folk,52,0.725,0.797,-7.167,0.163,0.934,124.969,0.0378,0.171,0.0,1,1,0
Something To Remember - Piano Score,Haux,Indie,66,0.392,0.126,-20.567,0.995,0.0829,110.407,0.0506,0.118,0.921,2,0,0
One Horse Town,Blackberry Smoke,Rock,51,0.599,0.734,-4.615,0.281,0.243,118.928,0.0355,0.119,0.0,1,1,0
Tapestry - Live/Acoustic Version,Hillsong UNITED,World,32,0.554,0.426,-12.022,0.00529,0.173,109.994,0.0271,0.333,2.19e-06,1,1,0
"Eric to the Rescue - From ""The Little Mermaid""/Score",Alan Menken,Soundtrack,36,0.389,0.22,-16.964,0.634,0.184,80.957,0.0287,0.336,0.875,2,0,0
Para Amarte Ahora - En Vivo,Puerto Rican Power,Jazz,7,0.514,0.559,-9.006,0.466,0.723,176.218,0.0489,0.0408,1.13e-05,1,0,0
Dance In The Dark,Lady Gaga,Dance,46,0.645,0.768,-6.211,2.99e-05,0.0986,120.966,0.036,0.276,4.49e-05,1,1,0
Such A Simple Thing,Ray LaMontagne,Rock,72,0.522,0.256,-11.216,0.86,0.13,76.35,0.0258,0.142,0.000825,2,0,0
The Girls In My Life (Part 1),Randy Newman,Movie,9,0.648,0.0745,-20.743,0.613,0.457,74.126,0.0367,0.0893,0.00294,2,0,0
Crave You - Adventure Club Remix,Flight Facilities,Dance,63,0.634,0.692,-5.646,0.00586,0.0839,140.029,0.0997,0.0726,0.000116,1,1,0
Rewrite - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,Anime,45,0.518,0.932,-4.628,0.000171,0.583,89.488,0.0346,0.22,0.0105,1,1,0
"Little Fluffy Clouds - 7"" Edit",The Orb,Electronic,38,0.679,0.83,-8.666,0.00464,0.535,104.999,0.0397,0.127,0.309,1,1,0
"Macbeth, Act II: Trionfai!",Giuseppe Verdi,Opera,10,0.367,0.224,-15.79,0.97,0.083,75.247,0.275,0.14,0.0012,2,0,0
Will I Get Off Easy,Lee Fields & The Expressions,Soul,45,0.588,0.572,-4.861,0.0483,0.732,141.469,0.0269,0.0668,2.27e-06,1,1,0
Found in You,Josh Baldwin,World,32,0.368,0.44,-9.4,0.0577,0.108,139.884,0.0275,0.0933,0.000141,1,1,0
What's Golden,Jurassic 5,Alternative,54,0.833,0.815,-4.563,0.0582,0.76,94.009,0.179,0.281,0.000569,1,1,0
Love How The Gal Flex,Buju Banton,Reggae,43,0.631,0.405,-13.744,0.013,0.734,119.682,0.529,0.0587,0.0,1,1,0
Solos Tú y Yo,Jeloz,Reggaeton,45,0.758,0.741,-5.612,0.0616,0.483,93.978,0.0573,0.0685,0.0,1,1,0
Heavy,Shoreline Mafia,Rap,66,0.668,0.623,-9.298,0.0107,0.286,180.062,0.446,0.111,0.0,1,1,0
Ticket To L.A.,Brett Young,Country,61,0.554,0.828,-6.552,0.00524,0.581,86.005,0.0492,0.255,1.5e-06,1,1,0
Macbeth (1999 - Remaster): Due vaticini compiuti or sono... (Macbeth/Banco/Coro),Giuseppe Verdi,Opera,9,0.369,0.168,-18.277,0.989,0.188,112.754,0.0507,0.0891,0.0799,2,0,0
#41,Dave Matthews Band,Rock,55,0.577,0.726,-8.011,0.00199,0.764,107.416,0.0299,0.158,0.0386,1,1,0
Elect Lyrical,LiSA,Anime,17,0.63,0.927,-3.052,0.0643,0.597,145.998,0.0632,0.326,0.00021,1,1,0
Hope,Jaden Smith,Hip-Hop,53,0.454,0.387,-14.433,0.741,0.136,96.453,0.097,0.17,0.000458,2,0,0
Everything Changes,Sara Bareilles,Folk,46,0.348,0.557,-8.044,0.459,0.0983,102.057,0.0379,0.0829,0.0,1,0,0
Ain't That Easy,D'Angelo,Soul,47,0.545,0.644,-8.111,0.137,0.614,176.176,0.415,0.185,0.000402,1,1,0
Braver Still,JJ Heller,Rock,59,0.533,0.465,-10.263,0.647,0.282,88.006,0.0414,0.362,0.00478,1,0,0
Las Cosas Pequeñas,Prince Royce,Dance,58,0.759,0.731,-6.052,0.136,0.854,128.026,0.0279,0.159,0.0,1,1,0
Next to Nothing,Mandolin Orange,Folk,46,0.516,0.341,-10.62,0.916,0.329,92.199,0.0275,0.119,0.018,2,0,0
"Voy a Poner a Prueba Sus Nombres (feat. Kendo, Farruko & Anuel Aa)",Super Yei,Reggaeton,37,0.641,0.907,-2.9,0.479,0.45,75.944,0.107,0.458,0.0,1,1,0
Make My Day,Waldeck,Jazz,50,0.782,0.787,-5.955,0.62,0.601,94.237,0.161,0.073,0.00491,1,1,0
Everybody Lost Somebody,Bleachers,Indie,51,0.536,0.665,-8.724,0.022,0.253,183.739,0.245,0.0958,0.00161,1,1,0
"Pop, Lock & Drop It - Video Edit",Huey,Rap,53,0.723,0.644,-6.863,0.00308,0.645,144.09,0.222,0.352,0.0,1,1,0
Probarlo Todo,Moral Distraida,Reggae,52,0.658,0.747,-5.423,0.0312,0.664,83.022,0.0438,0.355,5.56e-05,1,1,0
Keep Your Lamps Trimmed and Burning - Late Show - Live,Jorma Kaukonen,Blues,0,0.494,0.343,-14.479,0.86,0.457,126.548,0.0411,0.964,0.593,2,0,-1
Rock The Nation,Michael Franti & Spearhead,Reggae,23,0.696,0.895,-4.037,0.197,0.81,108.017,0.245,0.164,0.00026,1,1,0
Donizetti: La fille du Regiment: Overture,Gaetano Donizetti,Opera,8,0.347,0.255,-18.424,0.835,0.271,131.081,0.0596,0.158,0.89,2,0,0
Life After You,Daughtry,Children’s Music,58,0.434,0.764,-3.45,0.0534,0.309,51.316,0.0299,0.437,0.0,1,1,0
Mexican Dream,Piero Piccioni,Soundtrack,31,0.336,0.493,-14.472,0.955,0.666,81.653,0.0351,0.0948,0.935,2,0,0
HP,Maluma,Reggaeton,84,0.837,0.791,-3.157,0.252,0.618,91.98,0.0773,0.188,1.14e-06,1,1,0
Walking To New Orleans,Fats Domino,Blues,36,0.579,0.294,-14.61,0.491,0.676,80.75,0.0458,0.105,0.0,1,0,0
Just A Song Before I Go,"Crosby, Stills & Nash",Folk,44,0.671,0.233,-18.003,0.874,0.486,108.063,0.0378,0.12,0.00016,2,0,0
Assets,Tropkillaz,Electronic,49,0.719,0.801,-4.612,0.00116,0.85,100.03,0.0409,0.0719,0.000103,1,1,0
Rivers and Roads,The Head and the Heart,Pop,70,0.494,0.194,-8.965,0.699,0.161,135.753,0.0352,0.0803,2.98e-05,2,0,0
Big Smoke,Tash Sultana,Reggae,53,0.672,0.548,-6.595,0.0326,0.538,129.96,0.0621,0.06,0.0032,1,1,0
Nothing Else Matters (Live) [feat. Joel Davis & Amy Davis],SEU Worship,World,26,0.42,0.39,-9.222,0.218,0.105,123.9,0.0311,0.709,2.63e-05,1,0,0
"Sergeant Tibs' Recon / Cat Casserole - From ""101 Dalmatians""/Score Version",George Bruns,Movie,16,0.368,0.129,-17.085,0.963,0.0373,90.25,0.0341,0.284,0.0459,2,0,0
Ouvre ton coeur - Bolero,Georges Bizet,Opera,11,0.405,0.0939,-20.45,0.989,0.303,123.849,0.0573,0.105,0.0495,2,0,0
Army,Zayde Wølf,Children’s Music,49,0.504,0.907,-5.491,0.00017,0.418,120.017,0.066,0.187,0.000161,1,1,0
Real Love - Studio Version,Hillsong Young & Free,World,46,0.556,0.779,-5.486,0.00293,0.551,139.995,0.0333,0.0707,1.7e-05,1,1,0
Dancing on the Moon,MAN WITH A MISSION,Anime,18,0.474,0.851,-5.411,9.28e-06,0.215,90.001,0.0286,0.123,0.000737,1,1,0
midnight,offonoff,R&B,47,0.82,0.314,-11.732,0.712,0.64,101.053,0.0499,0.0899,8.71e-05,1,0,0
All About You,Chris Lane,Country,42,0.656,0.707,-3.841,0.666,0.473,126.057,0.0293,0.17,0.0,1,1,0
Engine No. 9,Deftones,Children’s Music,49,0.358,0.981,-5.13,9.3e-05,0.382,93.744,0.178,0.386,0.000193,1,1,0
Dixieland Delight - Single Edit,Alabama,Country,62,0.464,0.405,-12.538,0.208,0.514,95.852,0.033,0.0611,1.1e-05,1,0,0
It Was Nice to Have Met You,Alexandre Desplat,Soundtrack,27,0.379,0.0805,-24.156,0.985,0.0475,102.954,0.0348,0.116,0.944,2,0,0
Hands Around My Throat,Death In Vegas,Electronic,44,0.614,0.781,-8.467,0.00768,0.25,128.025,0.0297,0.198,0.783,1,1,0
shades of jade,Bugseed,Jazz,5,0.726,0.662,-6.831,0.598,0.553,175.973,0.0845,0.163,0.697,1,1,0
"Friend Like Me - From ""Aladdin""",Ne-Yo,Rap,58,0.616,0.667,-5.606,0.201,0.67,91.008,0.183,0.282,0.0,1,1,0
Merry Christmas Baby,Otis Redding,Soul,36,0.711,0.292,-14.132,0.35,0.856,101.391,0.0339,0.128,0.0,1,0,0
Fill Us up with Your Mercy,Garnett Silk,Reggae,24,0.742,0.468,-4.849,0.336,0.693,81.001,0.202,0.0643,0.0,1,1,0
Skateboard Delivery,Theodore Shapiro,Soundtrack,35,0.577,0.0656,-27.962,0.951,0.181,120.118,0.0377,0.105,0.95,2,0,0
Villuminati,J. Cole,Pop,58,0.657,0.836,-6.075,0.0493,0.049,107.352,0.196,0.367,0.00366,1,1,0
A Guayar To To,Jowell & Randy,Reggaeton,35,0.865,0.918,-2.449,0.0783,0.794,98.008,0.298,0.61,0.0,1,1,0
Dhun in Raga Mishra Pilu,Hariprasad Chaurasia,Classical,36,0.334,0.279,-24.276,0.948,0.338,107.665,0.0465,0.304,0.421,2,0,0
Bad (feat. Vassy) - Radio Edit,David Guetta,Dance,64,0.614,0.972,-3.927,0.00125,0.411,127.966,0.088,0.328,0.0186,1,1,0
The Prince Of The Hanging Gardens,Beatenberg,Indie,49,0.452,0.481,-10.769,0.487,0.355,125.024,0.0441,0.135,0.0,1,0,0
Close Your Eyes (And Count To Fuck),Run The Jewels,Pop,62,0.678,0.662,-6.473,0.0123,0.498,80.318,0.3,0.133,0.0,1,1,0
Giselle: Act II: Pas des premieres Wilis (The Wilis Appear),Adolphe Adam,Opera,12,0.279,0.0175,-26.55,0.809,0.111,95.434,0.0388,0.0814,0.0409,2,0,0
Ex (feat. YG),Ty Dolla $ign,R&B,66,0.77,0.426,-5.717,0.0116,0.523,102.056,0.0473,0.273,0.0,1,1,0
Dark Days,Local Natives,Indie,65,0.604,0.655,-7.088,0.109,0.59,115.038,0.0273,0.125,0.0019,1,1,0
Fanfare,Magic City Hippies,Indie,56,0.585,0.62,-9.075,0.0124,0.725,80.021,0.0538,0.135,0.0164,1,1,0
Joy to the World (feat. Kiba of Akiba),FLOW,Anime,15,0.396,0.953,-5.01,8.27e-05,0.629,152.128,0.0896,0.36,0.0,1,1,0
Between The Raindrops,Lifehouse,Rock,57,0.525,0.63,-6.673,0.00119,0.236,106.978,0.0317,0.146,0.0,1,0,0
Touch off,UVERworld,Anime,57,0.499,0.891,-3.757,2.86e-05,0.215,99.999,0.046,0.28,0.000328,1,1,0
Rollercoaster,Ivy Sole,Children’s Music,52,0.762,0.3,-11.827,0.405,0.674,88.052,0.114,0.11,0.00143,1,0,0
威風堂々 - ver.D/D,UMETORA,Anime,23,0.69,0.97,-3.208,0.0292,0.524,130.067,0.0771,0.103,5.59e-06,1,1,0
Patience,The Lumineers,Indie,52,0.477,0.236,-16.991,0.973,0.0982,138.361,0.0458,0.108,0.922,2,0,0
Run On,Moby,Electronic,41,0.768,0.604,-9.589,0.297,0.537,96.948,0.1,0.189,0.000274,1,1,0
Live And Let Die,Guns N' Roses,Rock,70,0.262,0.777,-8.671,0.0109,0.264,152.5,0.0632,0.12,0.113,1,1,0
I Think They Like Me - Remix,Dem Franchize Boyz,Hip-Hop,50,0.781,0.625,-9.139,0.00447,0.679,83.024,0.373,0.185,0.0,1,1,0
"Holy Hell! - From ""La La Land"" Score",Justin Hurwitz,Soundtrack,41,0.39,0.203,-17.592,0.888,0.525,102.113,0.0378,0.0587,0.951,2,0,0
Damn,Fabolous,Dance,0,0.87,0.674,-7.143,0.154,0.913,100.024,0.155,0.0366,0.0,1,1,0
Nous ne suivrons point le récit,Jean Piat,Movie,0,0.668,0.21,-19.325,0.831,0.517,89.838,0.893,0.3,0.0,0,2,0
"Symphony No.9 in E Minor, Op.95 ""From the New World"": I. Adagio – Allegro molto",Leopold Stokowski,Movie,2,0.217,0.117,-18.58,0.955,0.156,77.253,0.0386,0.0922,0.2,2,0,0
Burn For You,Iron Bell Music,World,29,0.569,0.88,-4.734,0.0498,0.318,125.984,0.0418,0.346,0.0,1,1,0
Admissions,Nbdy,R&B,58,0.722,0.55,-7.256,0.11,0.214,127.98,0.035,0.191,5.61e-05,1,1,0
Real Thing (feat. Future),Tory Lanez,Rap,61,0.668,0.508,-7.502,0.00499,0.371,160.225,0.356,0.318,0.0,1,1,0
Beautiful Pain,Eminem,Rap,66,0.685,0.815,-4.494,0.0616,0.4,165.369,0.459,0.154,0.0,1,1,0
Smoke,Brian Fallon,Folk,46,0.582,0.762,-4.135,0.177,0.657,99.998,0.0285,0.315,0.000295,1,1,0
Class of 2017 Mash-Up: My Wish / I Hope You Dance / The Climb / I Lived,Anthem Lights,Children’s Music,54,0.305,0.358,-7.395,0.766,0.259,72.331,0.0378,0.0992,0.0,2,0,0
Middle Fingers Up,Attila,Rap,51,0.596,0.934,-4.577,0.000593,0.429,114.986,0.0403,0.24,0.0595,1,1,0
Saturday Night Blues - Remastered,Kenny Burrell,Jazz,35,0.711,0.247,-12.586,0.549,0.502,92.276,0.032,0.166,0.000235,1,0,0
Grannies,Maxo Kream,Rap,54,0.816,0.586,-9.014,0.0845,0.646,102.669,0.17,0.184,0.00502,1,1,0
The One You Love,Randy Newman,Movie,11,0.6,0.395,-10.807,0.577,0.489,112.429,0.0643,0.13,0.000866,1,0,0
